Method,Similarity_measure,Number_of_neighbors,Train_percentage,Test_percentage,Error_measure,Error_value,Time
User_based,mean_absolute_difference,50,30,30,RMSE,1.330971332523989,287.3745791912079
User_based,mean_absolute_difference,50,30,30,MAE,0.856065047055775,287.3745791912079
User_based,mean_absolute_difference,50,30,30,Zero-one,0.1916242643627133,287.3745791912079
User_based,mean_absolute_difference,100,30,30,RMSE,1.0925310197005265,530.4200973510742
User_based,mean_absolute_difference,100,30,30,MAE,0.7252706127253641,530.4200973510742
User_based,mean_absolute_difference,100,30,30,Zero-one,0.17802137759109382,530.4200973510742
User_based,pearson_correlation,10,30,50,RMSE,1.613422461608014,112.20286774635315
User_based,pearson_correlation,10,30,50,MAE,1.0363154799716643,112.20286774635315
User_based,pearson_correlation,10,30,50,Zero-one,0.20897411794196905,112.20286774635315
User_based,pearson_correlation,25,30,50,RMSE,1.2550356894746812,183.8730480670929
User_based,pearson_correlation,25,30,50,MAE,0.8002855470992555,183.8730480670929
User_based,pearson_correlation,25,30,50,Zero-one,0.2131144116479706,183.8730480670929
User_based,pearson_correlation,50,30,50,RMSE,1.0420407994431893,301.49507784843445
User_based,pearson_correlation,50,30,50,MAE,0.6863966086225519,301.49507784843445
User_based,pearson_correlation,50,30,50,Zero-one,0.2031125315953291,301.49507784843445
User_based,pearson_correlation,100,30,50,RMSE,0.8955964721636265,541.2094876766205
User_based,pearson_correlation,100,30,50,MAE,0.6168964952671013,541.2094876766205
User_based,pearson_correlation,100,30,50,Zero-one,0.1842451588644482,541.2094876766205
User_based,cosine_similarity,10,30,50,RMSE,2.0486190151514254,101.54446649551392
User_based,cosine_similarity,10,30,50,MAE,1.4645434924480463,101.54446649551392
User_based,cosine_similarity,10,30,50,Zero-one,0.22102734432119656,101.54446649551392
User_based,cosine_similarity,25,30,50,RMSE,1.688890348802579,172.10404443740845
User_based,cosine_similarity,25,30,50,MAE,1.1799658637931727,172.10404443740845
User_based,cosine_similarity,25,30,50,Zero-one,0.2351193833427336,172.10404443740845
User_based,cosine_similarity,50,30,50,RMSE,1.4675533445361177,290.98919010162354
User_based,cosine_similarity,50,30,50,MAE,1.0323154844574316,290.98919010162354
User_based,cosine_similarity,50,30,50,Zero-one,0.2399406738944246,290.98919010162354
User_based,cosine_similarity,100,30,50,RMSE,1.2845684819144407,530.3162789344788
User_based,cosine_similarity,100,30,50,MAE,0.9217200434477287,530.3162789344788
User_based,cosine_similarity,100,30,50,Zero-one,0.24087652232040274,530.3162789344788
User_based,mean_squared_difference,10,30,50,RMSE,2.043929159216202,100.02650117874146
User_based,mean_squared_difference,10,30,50,MAE,1.4025064166511934,100.02650117874146
User_based,mean_squared_difference,10,30,50,Zero-one,0.18558208518727412,100.02650117874146
User_based,mean_squared_difference,25,30,50,RMSE,1.5932233454308764,170.70514607429504
User_based,mean_squared_difference,25,30,50,MAE,1.0322071611194232,170.70514607429504
User_based,mean_squared_difference,25,30,50,Zero-one,0.19956549894508158,170.70514607429504
User_based,mean_squared_difference,50,30,50,RMSE,1.2922965917758051,288.6043756008148
User_based,mean_squared_difference,50,30,50,MAE,0.8322201201608244,288.6043756008148
User_based,mean_squared_difference,50,30,50,Zero-one,0.189145829416557,288.6043756008148
User_based,mean_squared_difference,100,30,50,RMSE,1.057884300127705,529.5158236026764
User_based,mean_squared_difference,100,30,50,MAE,0.7076765818600518,529.5158236026764
User_based,mean_squared_difference,100,30,50,Zero-one,0.17960351778738692,529.5158236026764
User_based,mean_absolute_difference,10,30,50,RMSE,2.0694304456567494,98.50606870651245
User_based,mean_absolute_difference,10,30,50,MAE,1.429054723424556,98.50606870651245
User_based,mean_absolute_difference,10,30,50,Zero-one,0.185536128344927,98.50606870651245
User_based,mean_absolute_difference,25,30,50,RMSE,1.605900601973016,169.66455554962158
User_based,mean_absolute_difference,25,30,50,MAE,1.0438897172877766,169.66455554962158
User_based,mean_absolute_difference,25,30,50,Zero-one,0.20104865158446658,169.66455554962158
User_based,mean_absolute_difference,50,30,50,RMSE,1.3205605388359023,286.53419184684753
User_based,mean_absolute_difference,50,30,50,MAE,0.8527824454111412,286.53419184684753
User_based,mean_absolute_difference,50,30,50,Zero-one,0.19716320945875374,286.53419184684753
User_based,mean_absolute_difference,100,30,50,RMSE,1.0719300982486295,524.2070417404175
User_based,mean_absolute_difference,100,30,50,MAE,0.7172053323717636,524.2070417404175
User_based,mean_absolute_difference,100,30,50,Zero-one,0.18210607674792673,524.2070417404175
User_based,pearson_correlation,10,50,10,RMSE,2.085562147479818,162.10389375686646
User_based,pearson_correlation,10,50,10,MAE,1.484709640559253,162.10389375686646
User_based,pearson_correlation,10,50,10,Zero-one,0.2002889278712207,162.10389375686646
User_based,pearson_correlation,25,50,10,RMSE,1.6803438439338605,234.14458870887756
User_based,pearson_correlation,25,50,10,MAE,1.1466884572762726,234.14458870887756
User_based,pearson_correlation,25,50,10,Zero-one,0.221029821483851,234.14458870887756
User_based,pearson_correlation,50,50,10,RMSE,1.4027560547031168,357.06973528862
User_based,pearson_correlation,50,50,10,MAE,0.9523485762112152,357.06973528862
User_based,pearson_correlation,50,50,10,Zero-one,0.21803735424620782,357.06973528862
User_based,pearson_correlation,100,50,10,RMSE,1.133567445990968,585.7727477550507
User_based,pearson_correlation,100,50,10,MAE,0.7904954243543749,585.7727477550507
User_based,pearson_correlation,100,50,10,Zero-one,0.20070168197296462,585.7727477550507
User_based,cosine_similarity,10,50,10,RMSE,2.2880318268890605,134.46768307685852
User_based,cosine_similarity,10,50,10,MAE,1.658543092989916,134.46768307685852
User_based,cosine_similarity,10,50,10,Zero-one,0.18057991951295016,134.46768307685852
User_based,cosine_similarity,25,50,10,RMSE,1.9919276565031634,210.27669191360474
User_based,cosine_similarity,25,50,10,MAE,1.406525406821365,210.27669191360474
User_based,cosine_similarity,25,50,10,Zero-one,0.20751212465173874,210.27669191360474
User_based,cosine_similarity,50,50,10,RMSE,1.7449208857707743,326.7382581233978
User_based,cosine_similarity,50,50,10,MAE,1.218601636940345,326.7382581233978
