Method,Similarity_measure,Number_of_neighbors,Train_percentage,Test_percentage,Error_measure,Error_value,Time
User_based,cosine_similarity,50,50,10,Zero-one,0.2194819936023114,326.7382581233978
User_based,cosine_similarity,100,50,10,RMSE,1.5181518986546962,564.4528887271881
User_based,cosine_similarity,100,50,10,MAE,1.061709891482168,564.4528887271881
User_based,cosine_similarity,100,50,10,Zero-one,0.22866577236611288,564.4528887271881
User_based,mean_squared_difference,10,50,10,RMSE,2.4198081696328266,128.22029614448547
User_based,mean_squared_difference,10,50,10,MAE,1.743684023783374,128.22029614448547
User_based,mean_squared_difference,10,50,10,Zero-one,0.14683727169538746,128.22029614448547
User_based,mean_squared_difference,25,50,10,RMSE,1.939078071599818,202.81487250328064
User_based,mean_squared_difference,25,50,10,MAE,1.2708799793340895,202.81487250328064
User_based,mean_squared_difference,25,50,10,Zero-one,0.16830048498606956,202.81487250328064
User_based,mean_squared_difference,50,50,10,RMSE,1.5712195342770765,320.2716302871704
User_based,mean_squared_difference,50,50,10,MAE,0.9754807191030731,320.2716302871704
User_based,mean_squared_difference,50,50,10,Zero-one,0.1644825095449386,320.2716302871704
User_based,mean_squared_difference,100,50,10,RMSE,1.244070267973716,570.0122334957123
User_based,mean_squared_difference,100,50,10,MAE,0.7648056017000407,570.0122334957123
User_based,mean_squared_difference,100,50,10,Zero-one,0.15117118976369828,570.0122334957123
User_based,mean_absolute_difference,10,50,10,RMSE,2.38224885510028,130.8807692527771
User_based,mean_absolute_difference,10,50,10,MAE,1.7002159458172839,130.8807692527771
User_based,mean_absolute_difference,10,50,10,Zero-one,0.14993292745846662,130.8807692527771
User_based,mean_absolute_difference,25,50,10,RMSE,1.92007078596944,204.57084846496582
User_based,mean_absolute_difference,25,50,10,MAE,1.2571091634863467,204.57084846496582
User_based,mean_absolute_difference,25,50,10,Zero-one,0.16324424723970696,204.57084846496582
User_based,mean_absolute_difference,50,50,10,RMSE,1.6019119766020706,324.2124180793762
User_based,mean_absolute_difference,50,50,10,MAE,0.9988896382003493,324.2124180793762
User_based,mean_absolute_difference,50,50,10,Zero-one,0.1712929522237127,324.2124180793762
User_based,mean_absolute_difference,100,50,10,RMSE,1.285687294673852,561.4005012512207
User_based,mean_absolute_difference,100,50,10,MAE,0.7902651053925295,561.4005012512207
User_based,mean_absolute_difference,100,50,10,Zero-one,0.15457641110308534,561.4005012512207
User_based,pearson_correlation,10,50,20,RMSE,2.0566749286741794,159.18532347679138
User_based,pearson_correlation,10,50,20,MAE,1.4642770659421203,159.18532347679138
User_based,pearson_correlation,10,50,20,Zero-one,0.19881800272768602,159.18532347679138
User_based,pearson_correlation,25,50,20,RMSE,1.6526503361889253,230.99533939361572
User_based,pearson_correlation,25,50,20,MAE,1.1331076621893512,230.99533939361572
User_based,pearson_correlation,25,50,20,Zero-one,0.21475476082234682,230.99533939361572
User_based,pearson_correlation,50,50,20,RMSE,1.3706852072726228,350.5737977027893
User_based,pearson_correlation,50,50,20,MAE,0.9346766892385363,350.5737977027893
User_based,pearson_correlation,50,50,20,Zero-one,0.21571450219730262,350.5737977027893
User_based,pearson_correlation,100,50,20,RMSE,1.1294486145808371,594.4925949573517
User_based,pearson_correlation,100,50,20,MAE,0.7881870936807401,594.4925949573517
User_based,pearson_correlation,100,50,20,Zero-one,0.19732787796130727,594.4925949573517
User_based,cosine_similarity,10,50,20,RMSE,2.2684208754389954,137.21406269073486
User_based,cosine_similarity,10,50,20,MAE,1.6522347275063913,137.21406269073486
User_based,cosine_similarity,10,50,20,Zero-one,0.1925544274385008,137.21406269073486
User_based,cosine_similarity,25,50,20,RMSE,1.958981546415296,210.6823492050171
User_based,cosine_similarity,25,50,20,MAE,1.3903063087170906,210.6823492050171
User_based,cosine_similarity,25,50,20,Zero-one,0.2129110471283528,210.6823492050171
User_based,cosine_similarity,50,50,20,RMSE,1.7278989591241853,328.84894490242004
User_based,cosine_similarity,50,50,20,MAE,1.2201957307932974,328.84894490242004
User_based,cosine_similarity,50,50,20,Zero-one,0.22447845633176744,328.84894490242004
User_based,cosine_similarity,100,50,20,RMSE,1.5217595279210132,561.2478442192078
User_based,cosine_similarity,100,50,20,MAE,1.075123777610353,561.2478442192078
User_based,cosine_similarity,100,50,20,Zero-one,0.23064100621306258,561.2478442192078
User_based,mean_squared_difference,10,50,20,RMSE,2.381967779412166,127.55875706672668
User_based,mean_squared_difference,10,50,20,MAE,1.714358488763266,127.55875706672668
User_based,mean_squared_difference,10,50,20,Zero-one,0.14769914633530332,127.55875706672668
User_based,mean_squared_difference,25,50,20,RMSE,1.9188405799991626,200.77477502822876
User_based,mean_squared_difference,25,50,20,MAE,1.2631799801885162,200.77477502822876
User_based,mean_squared_difference,25,50,20,Zero-one,0.17002576147901197,200.77477502822876
User_based,mean_squared_difference,50,50,20,RMSE,1.5705870832012778,321.07672595977783
User_based,mean_squared_difference,50,50,20,MAE,0.9869314724738617,321.07672595977783
User_based,mean_squared_difference,50,50,20,Zero-one,0.16845986765671567,321.07672595977783
User_based,mean_squared_difference,100,50,20,RMSE,1.2585434990838427,563.876412153244
User_based,mean_squared_difference,100,50,20,MAE,0.7822682511316602,563.876412153244
User_based,mean_squared_difference,100,50,20,Zero-one,0.1571450219730262,563.876412153244
User_based,mean_absolute_difference,10,50,20,RMSE,2.3935638655188956,129.23177313804626
User_based,mean_absolute_difference,10,50,20,MAE,1.730562785626247,129.23177313804626
User_based,mean_absolute_difference,10,50,20,Zero-one,0.14853260595039652,129.23177313804626
User_based,mean_absolute_difference,25,50,20,RMSE,1.9171451247226117,202.97148394584656
User_based,mean_absolute_difference,25,50,20,MAE,1.271286132676063,202.97148394584656
User_based,mean_absolute_difference,25,50,20,Zero-one,0.1642925695812497,202.97148394584656
User_based,mean_absolute_difference,50,50,20,RMSE,1.574828551034807,322.0823836326599
User_based,mean_absolute_difference,50,50,20,MAE,0.9929349694603034,322.0823836326599
User_based,mean_absolute_difference,50,50,20,Zero-one,0.16494923473253523,322.0823836326599
User_based,mean_absolute_difference,100,50,20,RMSE,1.2461409469723292,563.0251867771149
User_based,mean_absolute_difference,100,50,20,MAE,0.7747338851532122,563.0251867771149
User_based,mean_absolute_difference,100,50,20,Zero-one,0.1495933727332424,563.0251867771149
User_based,pearson_correlation,10,50,30,RMSE,2.0546226327485066,164.8020956516266
User_based,pearson_correlation,10,50,30,MAE,1.4569844687572249,164.8020956516266
User_based,pearson_correlation,10,50,30,Zero-one,0.19888127113540557,164.8020956516266
User_based,pearson_correlation,25,50,30,RMSE,1.6526069852196918,235.84035778045654
User_based,pearson_correlation,25,50,30,MAE,1.126681828952717,235.84035778045654
User_based,pearson_correlation,25,50,30,Zero-one,0.22032936489553898,235.84035778045654
User_based,pearson_correlation,50,50,30,RMSE,1.3722522814068239,355.8404541015625
User_based,pearson_correlation,50,50,30,MAE,0.9326994753713787,355.8404541015625
User_based,pearson_correlation,50,50,30,Zero-one,0.21589382498726084,355.8404541015625
User_based,pearson_correlation,100,50,30,RMSE,1.1246590188672358,591.1703915596008
User_based,pearson_correlation,100,50,30,MAE,0.7841014707452648,591.1703915596008
User_based,pearson_correlation,100,50,30,Zero-one,0.20638578774262287,591.1703915596008
User_based,cosine_similarity,10,50,30,RMSE,2.266246356333519,140.08359718322754
User_based,cosine_similarity,10,50,30,MAE,1.64575509934774,140.08359718322754
User_based,cosine_similarity,10,50,30,Zero-one,0.19493213508129892,140.08359718322754
User_based,cosine_similarity,25,50,30,RMSE,1.9415014730097533,211.3292315006256
User_based,cosine_similarity,25,50,30,MAE,1.3717208497958369,211.3292315006256
User_based,cosine_similarity,25,50,30,Zero-one,0.2132070227451707,211.3292315006256
User_based,cosine_similarity,50,50,30,RMSE,1.7166988831571757,333.2212028503418
User_based,cosine_similarity,50,50,30,MAE,1.2062980857114365,333.2212028503418
User_based,cosine_similarity,50,50,30,Zero-one,0.22434798721452726,333.2212028503418
User_based,cosine_similarity,100,50,30,RMSE,1.5024451329052708,568.5723748207092
User_based,cosine_similarity,100,50,30,MAE,1.0633226948866503,568.5723748207092
User_based,cosine_similarity,100,50,30,Zero-one,0.23259369064714874,568.5723748207092
User_based,mean_squared_difference,10,50,30,RMSE,2.35477053617216,131.14662981033325
User_based,mean_squared_difference,10,50,30,MAE,1.6852304984613782,131.14662981033325
User_based,mean_squared_difference,10,50,30,Zero-one,0.15058831704266457,131.14662981033325
User_based,mean_squared_difference,25,50,30,RMSE,1.8851059089074962,204.75250911712646
User_based,mean_squared_difference,25,50,30,MAE,1.2304342120410554,204.75250911712646
User_based,mean_squared_difference,25,50,30,Zero-one,0.1701718626951406,204.75250911712646
User_based,mean_squared_difference,50,50,30,RMSE,1.565609755037337,323.48329877853394
User_based,mean_squared_difference,50,50,30,MAE,0.9761984130496821,323.48329877853394
User_based,mean_squared_difference,50,50,30,Zero-one,0.17153842590447954,323.48329877853394
User_based,mean_squared_difference,100,50,30,RMSE,1.2597007114046601,558.6138823032379
User_based,mean_squared_difference,100,50,30,MAE,0.7747542491903822,558.6138823032379
User_based,mean_squared_difference,100,50,30,Zero-one,0.16018900264047806,558.6138823032379
User_based,mean_absolute_difference,10,50,30,RMSE,2.3641025944242307,130.281973361969
User_based,mean_absolute_difference,10,50,30,MAE,1.6973386026017934,130.281973361969
User_based,mean_absolute_difference,10,50,30,Zero-one,0.15115578820586464,130.281973361969
User_based,mean_absolute_difference,25,50,30,RMSE,1.8867079135402922,200.8310935497284
User_based,mean_absolute_difference,25,50,30,MAE,1.2355384095426252,200.8310935497284
User_based,mean_absolute_difference,25,50,30,Zero-one,0.16937277064900172,200.8310935497284
User_based,mean_absolute_difference,50,50,30,RMSE,1.5394807679576075,321.0346567630768
User_based,mean_absolute_difference,50,50,30,MAE,0.961513753290823,321.0346567630768
User_based,mean_absolute_difference,50,50,30,Zero-one,0.16699865659887894,321.0346567630768
User_based,mean_absolute_difference,100,50,30,RMSE,1.2425424301643488,557.315530538559
User_based,mean_absolute_difference,100,50,30,MAE,0.7720597260833958,557.315530538559
User_based,mean_absolute_difference,100,50,30,Zero-one,0.1570042155000695,557.315530538559
User_based,pearson_correlation,10,50,50,RMSE,2.0501285076383065,160.82271671295166
User_based,pearson_correlation,10,50,50,MAE,1.4557079732076035,160.82271671295166
User_based,pearson_correlation,10,50,50,Zero-one,0.195123271922992,160.82271671295166
User_based,pearson_correlation,25,50,50,RMSE,1.634146589698193,230.65577507019043
User_based,pearson_correlation,25,50,50,MAE,1.1163185020415736,230.65577507019043
User_based,pearson_correlation,25,50,50,Zero-one,0.21360052316112613,230.65577507019043
User_based,pearson_correlation,50,50,50,RMSE,1.3630311646425612,352.6590645313263
User_based,pearson_correlation,50,50,50,MAE,0.9290015143745365,352.6590645313263
User_based,pearson_correlation,50,50,50,Zero-one,0.21663702364638307,352.6590645313263
User_based,pearson_correlation,100,50,50,RMSE,1.1234707844153733,594.2566454410553
User_based,pearson_correlation,100,50,50,MAE,0.7874662862610824,594.2566454410553
User_based,pearson_correlation,100,50,50,Zero-one,0.20569062683533337,594.2566454410553
User_based,cosine_similarity,10,50,50,RMSE,2.2604991474214784,138.13604617118835
User_based,cosine_similarity,10,50,50,MAE,1.6392630652089843,138.13604617118835
User_based,cosine_similarity,10,50,50,Zero-one,0.18867539434936,138.13604617118835
User_based,cosine_similarity,25,50,50,RMSE,1.9306202163929378,209.47959566116333
User_based,cosine_similarity,25,50,50,MAE,1.3604632242366028,209.47959566116333
User_based,cosine_similarity,25,50,50,Zero-one,0.21013083193448823,209.47959566116333
User_based,cosine_similarity,50,50,50,RMSE,1.72011574168837,330.9676342010498
User_based,cosine_similarity,50,50,50,MAE,1.2042600507170893,330.9676342010498
User_based,cosine_similarity,50,50,50,Zero-one,0.22454691997217582,330.9676342010498
User_based,cosine_similarity,100,50,50,RMSE,1.4949205352689348,565.3618149757385
User_based,cosine_similarity,100,50,50,MAE,1.053787794683501,565.3618149757385
User_based,cosine_similarity,100,50,50,Zero-one,0.23074904510598596,565.3618149757385
User_based,mean_squared_difference,10,50,50,RMSE,2.3180441798624845,128.97119903564453
User_based,mean_squared_difference,10,50,50,MAE,1.6469218326678052,128.97119903564453
User_based,mean_squared_difference,10,50,50,Zero-one,0.14530633666418138,128.97119903564453
User_based,mean_squared_difference,25,50,50,RMSE,1.853812006956598,203.84418272972107
User_based,mean_squared_difference,25,50,50,MAE,1.2047472067308644,203.84418272972107
User_based,mean_squared_difference,25,50,50,Zero-one,0.16618279816227158,203.84418272972107
User_based,mean_squared_difference,50,50,50,RMSE,1.529553756844488,318.95785760879517
User_based,mean_squared_difference,50,50,50,MAE,0.9522476989258526,318.95785760879517
User_based,mean_squared_difference,50,50,50,Zero-one,0.1656413097355454,318.95785760879517
User_based,mean_squared_difference,100,50,50,RMSE,1.2204823210140756,555.7799186706543
User_based,mean_squared_difference,100,50,50,MAE,0.7551450847960763,555.7799186706543
User_based,mean_squared_difference,100,50,50,Zero-one,0.15460327642151125,555.7799186706543
User_based,mean_absolute_difference,10,50,50,RMSE,2.346485976106709,129.14213156700134
User_based,mean_absolute_difference,10,50,50,MAE,1.6759100492690617,129.14213156700134
User_based,mean_absolute_difference,10,50,50,Zero-one,0.15091282452859267,129.14213156700134
User_based,mean_absolute_difference,25,50,50,RMSE,1.9145767405447336,199.30711030960083
User_based,mean_absolute_difference,25,50,50,MAE,1.2625468594037366,199.30711030960083
User_based,mean_absolute_difference,25,50,50,Zero-one,0.16955668759033485,199.30711030960083
User_based,mean_absolute_difference,50,50,50,RMSE,1.591465019640703,320.69072556495667
User_based,mean_absolute_difference,50,50,50,MAE,0.9996631278663599,320.69072556495667
User_based,mean_absolute_difference,50,50,50,Zero-one,0.1715768559515826,320.69072556495667
User_based,mean_absolute_difference,100,50,50,RMSE,1.2503873252388917,560.409496307373
User_based,mean_absolute_difference,100,50,50,MAE,0.7708632643160548,560.409496307373
User_based,mean_absolute_difference,100,50,50,Zero-one,0.15326205124146636,560.409496307373
User_based,pearson_correlation,10,70,10,RMSE,2.356818662827863,202.9122598171234
User_based,pearson_correlation,10,70,10,MAE,1.7847836946026983,202.9122598171234
User_based,pearson_correlation,10,70,10,Zero-one,0.18437843784378438,202.9122598171234
User_based,pearson_correlation,25,70,10,RMSE,1.9557571812911942,275.19251108169556
User_based,pearson_correlation,25,70,10,MAE,1.394537983374392,275.19251108169556
User_based,pearson_correlation,25,70,10,Zero-one,0.21122112211221122,275.19251108169556
User_based,pearson_correlation,50,70,10,RMSE,1.6301215908988853,396.5665683746338
User_based,pearson_correlation,50,70,10,MAE,1.1197913530151364,396.5665683746338
User_based,pearson_correlation,50,70,10,Zero-one,0.22365236523652365,396.5665683746338
User_based,pearson_correlation,100,70,10,RMSE,1.3256203188942999,638.7892150878906
User_based,pearson_correlation,100,70,10,MAE,0.915613174094721,638.7892150878906
User_based,pearson_correlation,100,70,10,Zero-one,0.21474147414741473,638.7892150878906
User_based,cosine_similarity,10,70,10,RMSE,2.5141499640221547,169.4013168811798
User_based,cosine_similarity,10,70,10,MAE,1.8612115016444253,169.4013168811798
User_based,cosine_similarity,10,70,10,Zero-one,0.1712871287128713,169.4013168811798
User_based,cosine_similarity,25,70,10,RMSE,2.198673992384495,240.32126212120056
User_based,cosine_similarity,25,70,10,MAE,1.5758766223035934,240.32126212120056
User_based,cosine_similarity,25,70,10,Zero-one,0.19845984598459845,240.32126212120056
User_based,cosine_similarity,50,70,10,RMSE,1.9597853342413527,362.48041582107544
User_based,cosine_similarity,50,70,10,MAE,1.3803775061649737,362.48041582107544
User_based,cosine_similarity,50,70,10,Zero-one,0.20374037403740375,362.48041582107544
User_based,cosine_similarity,100,70,10,RMSE,1.7028303505088036,601.432609796524
User_based,cosine_similarity,100,70,10,MAE,1.1909911815705347,601.432609796524
User_based,cosine_similarity,100,70,10,Zero-one,0.2166116611661166,601.432609796524
User_based,mean_squared_difference,10,70,10,RMSE,2.6172796313178934,159.5009789466858
User_based,mean_squared_difference,10,70,10,MAE,1.9425295185096891,159.5009789466858
User_based,mean_squared_difference,10,70,10,Zero-one,0.12123212321232123,159.5009789466858
User_based,mean_squared_difference,25,70,10,RMSE,2.1754281868798753,230.36157608032227
User_based,mean_squared_difference,25,70,10,MAE,1.4488654166111103,230.36157608032227
User_based,mean_squared_difference,25,70,10,Zero-one,0.14246424642464248,230.36157608032227
User_based,mean_squared_difference,50,70,10,RMSE,1.781961870155898,350.47990250587463
User_based,mean_squared_difference,50,70,10,MAE,1.072471247102092,350.47990250587463
User_based,mean_squared_difference,50,70,10,Zero-one,0.14686468646864687,350.47990250587463
User_based,mean_squared_difference,100,70,10,RMSE,1.3834510436183807,591.8933277130127
User_based,mean_squared_difference,100,70,10,MAE,0.7666151080664557,591.8933277130127
User_based,mean_squared_difference,100,70,10,Zero-one,0.1261826182618262,591.8933277130127
User_based,mean_absolute_difference,10,70,10,RMSE,2.6094136612301226,161.88474917411804
User_based,mean_absolute_difference,10,70,10,MAE,1.9341481051533136,161.88474917411804
User_based,mean_absolute_difference,10,70,10,Zero-one,0.12816281628162815,161.88474917411804
User_based,mean_absolute_difference,25,70,10,RMSE,2.1472861664414005,231.53623270988464
User_based,mean_absolute_difference,25,70,10,MAE,1.4284716516374791,231.53623270988464
User_based,mean_absolute_difference,25,70,10,Zero-one,0.14367436743674367,231.53623270988464
User_based,mean_absolute_difference,50,70,10,RMSE,1.7586190041157341,355.2989430427551
User_based,mean_absolute_difference,50,70,10,MAE,1.0604703476178394,355.2989430427551
User_based,mean_absolute_difference,50,70,10,Zero-one,0.13663366336633664,355.2989430427551
User_based,mean_absolute_difference,100,70,10,RMSE,1.3979591389349288,592.8740212917328
User_based,mean_absolute_difference,100,70,10,MAE,0.7840808742902958,592.8740212917328
User_based,mean_absolute_difference,100,70,10,Zero-one,0.12893289328932894,592.8740212917328
User_based,pearson_correlation,10,70,20,RMSE,2.383495903760634,207.35102915763855
User_based,pearson_correlation,10,70,20,MAE,1.799604685229974,207.35102915763855
User_based,pearson_correlation,10,70,20,Zero-one,0.1773648198929741,207.35102915763855
User_based,pearson_correlation,25,70,20,RMSE,1.9549527089312164,276.3611710071564
User_based,pearson_correlation,25,70,20,MAE,1.394030528033525,276.3611710071564
User_based,pearson_correlation,25,70,20,Zero-one,0.20369532227576476,276.3611710071564
User_based,pearson_correlation,50,70,20,RMSE,1.6449150022769674,398.04790329933167
User_based,pearson_correlation,50,70,20,MAE,1.1386607630555705,398.04790329933167
User_based,pearson_correlation,50,70,20,Zero-one,0.21447778280663454,398.04790329933167
User_based,pearson_correlation,100,70,20,RMSE,1.343530752792203,630.9953696727753
User_based,pearson_correlation,100,70,20,MAE,0.9268720312479048,630.9953696727753
User_based,pearson_correlation,100,70,20,Zero-one,0.21218817390378317,630.9953696727753
User_based,cosine_similarity,10,70,20,RMSE,2.5053905627379387,172.89603114128113
User_based,cosine_similarity,10,70,20,MAE,1.8494792113082177,172.89603114128113
User_based,cosine_similarity,10,70,20,Zero-one,0.1594739224195309,172.89603114128113
User_based,cosine_similarity,25,70,20,RMSE,2.191998534292955,240.344664812088
User_based,cosine_similarity,25,70,20,MAE,1.5656898515916589,240.344664812088
User_based,cosine_similarity,25,70,20,Zero-one,0.18032001277921247,240.344664812088
User_based,cosine_similarity,50,70,20,RMSE,1.967177036931252,357.66667127609253
User_based,cosine_similarity,50,70,20,MAE,1.3847423172368005,357.66667127609253
User_based,cosine_similarity,50,70,20,Zero-one,0.19600117142781076,357.66667127609253
User_based,cosine_similarity,100,70,20,RMSE,1.7172935132364555,603.6991748809814
User_based,cosine_similarity,100,70,20,MAE,1.2007633898142778,603.6991748809814
User_based,cosine_similarity,100,70,20,Zero-one,0.21378557546391203,603.6991748809814
User_based,mean_squared_difference,10,70,20,RMSE,2.6022792683759493,157.88561296463013
User_based,mean_squared_difference,10,70,20,MAE,1.9119043242569664,157.88561296463013
User_based,mean_squared_difference,10,70,20,Zero-one,0.11240382311440057,157.88561296463013
User_based,mean_squared_difference,25,70,20,RMSE,2.11338120969146,229.1604347229004
User_based,mean_squared_difference,25,70,20,MAE,1.380571341541776,229.1604347229004
User_based,mean_squared_difference,25,70,20,Zero-one,0.13269082292803705,229.1604347229004
User_based,mean_squared_difference,50,70,20,RMSE,1.7414137516329724,352.501745223999
User_based,mean_squared_difference,50,70,20,MAE,1.037822372539441,352.501745223999
User_based,mean_squared_difference,50,70,20,Zero-one,0.13359601714544342,352.501745223999
User_based,mean_squared_difference,100,70,20,RMSE,1.3475674842762555,590.1136891841888
User_based,mean_squared_difference,100,70,20,MAE,0.7481688944945711,590.1136891841888
User_based,mean_squared_difference,100,70,20,Zero-one,0.11669018396741301,590.1136891841888
User_based,mean_absolute_difference,10,70,20,RMSE,2.5972628563535998,158.43325877189636
User_based,mean_absolute_difference,10,70,20,MAE,1.9112209534494575,158.43325877189636
User_based,mean_absolute_difference,10,70,20,Zero-one,0.11378823779984558,158.43325877189636
User_based,mean_absolute_difference,25,70,20,RMSE,2.1285480442176516,228.14094161987305
User_based,mean_absolute_difference,25,70,20,MAE,1.3943257381148786,228.14094161987305
User_based,mean_absolute_difference,25,70,20,Zero-one,0.13183887542930167,228.14094161987305
User_based,mean_absolute_difference,50,70,20,RMSE,1.7532078859402687,349.42179822921753
User_based,mean_absolute_difference,50,70,20,MAE,1.048555001069502,349.42179822921753
User_based,mean_absolute_difference,50,70,20,Zero-one,0.1337557573014563,349.42179822921753
User_based,mean_absolute_difference,100,70,20,RMSE,1.3934404327619365,586.2194771766663
User_based,mean_absolute_difference,100,70,20,MAE,0.780819423122617,586.2194771766663
User_based,mean_absolute_difference,100,70,20,Zero-one,0.12110966161710285,586.2194771766663
User_based,pearson_correlation,10,70,30,RMSE,2.3817534925017796,202.5563361644745
User_based,pearson_correlation,10,70,30,MAE,1.8018282911888897,202.5563361644745
User_based,pearson_correlation,10,70,30,Zero-one,0.1658908118821008,202.5563361644745
User_based,pearson_correlation,25,70,30,RMSE,1.9457766986487952,277.02009439468384
User_based,pearson_correlation,25,70,30,MAE,1.386443287475643,277.02009439468384
User_based,pearson_correlation,25,70,30,Zero-one,0.19750881478579493,277.02009439468384
User_based,pearson_correlation,50,70,30,RMSE,1.6425303751875113,394.46802496910095
User_based,pearson_correlation,50,70,30,MAE,1.1407807177861617,394.46802496910095
User_based,pearson_correlation,50,70,30,Zero-one,0.20447998525107736,394.46802496910095
User_based,pearson_correlation,100,70,30,RMSE,1.3577468720895265,633.077677488327
User_based,pearson_correlation,100,70,30,MAE,0.9374663557257619,633.077677488327
User_based,pearson_correlation,100,70,30,Zero-one,0.20769478948217454,633.077677488327
User_based,cosine_similarity,10,70,30,RMSE,2.512706706473605,172.50334095954895
User_based,cosine_similarity,10,70,30,MAE,1.8550051134864114,172.50334095954895
User_based,cosine_similarity,10,70,30,Zero-one,0.1561311732307054,172.50334095954895
User_based,cosine_similarity,25,70,30,RMSE,2.2106641017615165,245.15795159339905
User_based,cosine_similarity,25,70,30,MAE,1.5844621781118264,245.15795159339905
User_based,cosine_similarity,25,70,30,Zero-one,0.17684880049777613,245.15795159339905
User_based,cosine_similarity,50,70,30,RMSE,1.9740491166462475,361.6530237197876
User_based,cosine_similarity,50,70,30,MAE,1.3974257887791282,361.6530237197876
User_based,cosine_similarity,50,70,30,Zero-one,0.19544627013573618,361.6530237197876
User_based,cosine_similarity,100,70,30,RMSE,1.7204175511252446,602.5073094367981
User_based,cosine_similarity,100,70,30,MAE,1.207844731092145,602.5073094367981
User_based,cosine_similarity,100,70,30,Zero-one,0.21039107690180445,602.5073094367981
User_based,mean_squared_difference,10,70,30,RMSE,2.611355599661844,161.86517667770386
User_based,mean_squared_difference,10,70,30,MAE,1.9197397264200076,161.86517667770386
User_based,mean_squared_difference,10,70,30,Zero-one,0.11062844237549835,161.86517667770386
User_based,mean_squared_difference,25,70,30,RMSE,2.1467475327676553,232.68420147895813
User_based,mean_squared_difference,25,70,30,MAE,1.4142570109830324,232.68420147895813
User_based,mean_squared_difference,25,70,30,Zero-one,0.13123084368446525,232.68420147895813
User_based,mean_squared_difference,50,70,30,RMSE,1.7931727893016434,348.7660298347473
User_based,mean_squared_difference,50,70,30,MAE,1.0851465973954018,348.7660298347473
User_based,mean_squared_difference,50,70,30,Zero-one,0.13342013688843823,348.7660298347473
User_based,mean_squared_difference,100,70,30,RMSE,1.432491522246988,588.4284286499023
User_based,mean_squared_difference,100,70,30,MAE,0.8080911228051862,588.4284286499023
User_based,mean_squared_difference,100,70,30,Zero-one,0.12431728619823473,588.4284286499023
User_based,mean_absolute_difference,10,70,30,RMSE,2.6363804257443553,162.31393194198608
User_based,mean_absolute_difference,10,70,30,MAE,1.9557961307585219,162.31393194198608
User_based,mean_absolute_difference,10,70,30,Zero-one,0.11044408084253221,162.31393194198608
User_based,mean_absolute_difference,25,70,30,RMSE,2.168339011019062,232.7608664035797
User_based,mean_absolute_difference,25,70,30,MAE,1.4416652208795866,232.7608664035797
User_based,mean_absolute_difference,25,70,30,Zero-one,0.12979051920816723,232.7608664035797
User_based,mean_absolute_difference,50,70,30,RMSE,1.797840266797639,349.858943939209
User_based,mean_absolute_difference,50,70,30,MAE,1.093466707036052,349.858943939209
User_based,mean_absolute_difference,50,70,30,Zero-one,0.1364275343949485,349.858943939209
User_based,mean_absolute_difference,100,70,30,RMSE,1.3980612394602099,593.0893514156342
User_based,mean_absolute_difference,100,70,30,MAE,0.7826172518596903,593.0893514156342
User_based,mean_absolute_difference,100,70,30,Zero-one,0.1234761367040767,593.0893514156342
User_based,pearson_correlation,10,70,50,RMSE,2.375808807183388,203.78579568862915
User_based,pearson_correlation,10,70,50,MAE,1.7857972545387868,203.78579568862915
User_based,pearson_correlation,10,70,50,Zero-one,0.17529751927589673,203.78579568862915
User_based,pearson_correlation,25,70,50,RMSE,1.9649112481689561,276.12411403656006
User_based,pearson_correlation,25,70,50,MAE,1.3903167635201676,276.12411403656006
User_based,pearson_correlation,25,70,50,Zero-one,0.20475192758967484,276.12411403656006
User_based,pearson_correlation,50,70,50,RMSE,1.6404682400525452,396.0745210647583
User_based,pearson_correlation,50,70,50,MAE,1.1273003210493386,396.0745210647583
User_based,pearson_correlation,50,70,50,Zero-one,0.20994384847468991,396.0745210647583
User_based,pearson_correlation,100,70,50,RMSE,1.3602791287944822,635.6352262496948
User_based,pearson_correlation,100,70,50,MAE,0.9379349349396116,635.6352262496948
User_based,pearson_correlation,100,70,50,Zero-one,0.21012822661749916,635.6352262496948
User_based,cosine_similarity,10,70,50,RMSE,2.50022130341996,171.73280930519104
User_based,cosine_similarity,10,70,50,MAE,1.8383301692488345,171.73280930519104
User_based,cosine_similarity,10,70,50,Zero-one,0.1648759637948374,171.73280930519104
User_based,cosine_similarity,25,70,50,RMSE,2.204620755459633,240.47375345230103
User_based,cosine_similarity,25,70,50,MAE,1.5681711808500178,240.47375345230103
User_based,cosine_similarity,25,70,50,Zero-one,0.18578612135434128,240.47375345230103
User_based,cosine_similarity,50,70,50,RMSE,1.972645171339546,359.9654378890991
User_based,cosine_similarity,50,70,50,MAE,1.3845718246386367,359.9654378890991
User_based,cosine_similarity,50,70,50,Zero-one,0.2005782769024472,359.9654378890991
User_based,cosine_similarity,100,70,50,RMSE,1.7180797632096307,597.3100380897522
User_based,cosine_similarity,100,70,50,MAE,1.1933272375892656,597.3100380897522
User_based,cosine_similarity,100,70,50,Zero-one,0.21390797854508883,597.3100380897522
User_based,mean_squared_difference,10,70,50,RMSE,2.611492651022431,159.31130003929138
User_based,mean_squared_difference,10,70,50,MAE,1.9227350396300633,159.31130003929138
User_based,mean_squared_difference,10,70,50,Zero-one,0.11008213208179685,159.31130003929138
User_based,mean_squared_difference,25,70,50,RMSE,2.1564314376355074,233.3593943119049
